place_id,aspect_name,mention_count,avg_aspect_sentiment_score,positive_mentions,neutral_mentions,negative_mentions,positive_ratio,neutral_ratio,negative_ratio
yangtiaozao,價格,7,0.35714285714285715,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857
yangtiaozao,出餐速度,5,0.4,1,4,0,0.2,0.8,0.0
yangtiaozao,功能用途,21,0.6904761904761905,10,11,0,0.47619047619047616,0.5238095238095238,0.0
yangtiaozao,店員/服務,108,0.43441358024691357,35,68,5,0.32407407407407407,0.6296296296296297,0.046296296296296294
yangtiaozao,正餐,89,0.4606741573033708,28,56,5,0.3146067415730337,0.6292134831460674,0.056179775280898875
yangtiaozao,氛圍/風格,63,0.8055555555555556,29,33,1,0.4603174603174603,0.5238095238095238,0.015873015873015872
yangtiaozao,甜點,30,1.1694444444444445,18,11,1,0.6,0.36666666666666664,0.03333333333333333
yangtiaozao,衛生/整潔,13,-0.3269230769230769,3,3,7,0.23076923076923078,0.23076923076923078,0.5384615384615384
yangtiaozao,飲品,72,0.8435185185185186,35,34,3,0.4861111111111111,0.4722222222222222,0.041666666666666664
